日付,識別コード,商品名,数量,備考
2021/3/8 0:00,"020","商品B",2180,"メモなど"
2021/3/9 0:00,"020","商品B",877,"メモなど"
2021/3/10 0:00,"020","商品B",927,"メモなど"
2021/3/11 0:00,"020","商品B",939,"メモなど"
2021/3/12 0:00,"020","商品B",975,"メモなど"
2021/3/15 0:00,"020","商品B",1283,"メモなど"
2021/3/16 0:00,"020","商品B",920,"メモなど"
2021/3/17 0:00,"020","商品B",1109,"メモなど"
2021/3/18 0:00,"020","商品B",1143,"メモなど"
2021/3/19 0:00,"020","商品B",1104,"メモなど"
2021/3/22 0:00,"020","商品B",1377,"メモなど"
2021/3/23 0:00,"020","商品B",754,"メモなど"
2021/3/24 0:00,"020","商品B",649,"メモなど"
2021/3/25 0:00,"020","商品B",705,"メモなど"
2021/3/26 0:00,"020","商品B",993,"メモなど"
2021/3/29 0:00,"020","商品B",1597,"メモなど"
2021/3/30 0:00,"020","商品B",692,"メモなど"
2021/3/31 0:00,"020","商品B",718,"メモなど"
2021/4/1 0:00,"020","商品B",2131,"メモなど"
2021/4/2 0:00,"020","商品B",1677,"メモなど"
2021/4/5 0:00,"020","商品B",1830,"メモなど"
2021/4/6 0:00,"020","商品B",1102,"メモなど"
2021/4/7 0:00,"020","商品B",1003,"メモなど"
2021/4/8 0:00,"020","商品B",1344,"メモなど"
2021/4/9 0:00,"020","商品B",1260,"メモなど"
2021/4/12 0:00,"020","商品B",1996,"メモなど"
2021/4/13 0:00,"020","商品B",1309,"メモなど"
2021/4/14 0:00,"020","商品B",875,"メモなど"
2021/4/15 0:00,"020","商品B",1030,"メモなど"
2021/4/16 0:00,"020","商品B",1364,"メモなど"
2021/4/17 0:00,"020","商品B",602,"メモなど"
2021/4/19 0:00,"020","商品B",1536,"メモなど"
2021/4/20 0:00,"020","商品B",907,"メモなど"
2021/4/21 0:00,"020","商品B",787,"メモなど"
2021/4/22 0:00,"020","商品B",920,"メモなど"
2021/4/23 0:00,"020","商品B",949,"メモなど"
2021/4/26 0:00,"020","商品B",2199,"メモなど"
2021/4/27 0:00,"020","商品B",1188,"メモなど"
2021/4/28 0:00,"020","商品B",1355,"メモなど"
2021/4/30 0:00,"020","商品B",1472,"メモなど"
2021/5/6 0:00,"020","商品B",3492,"メモなど"
2021/5/7 0:00,"020","商品B",3015,"メモなど"
2021/5/10 0:00,"020","商品B",2049,"メモなど"
2021/5/11 0:00,"020","商品B",946,"メモなど"
2021/5/12 0:00,"020","商品B",1059,"メモなど"
2021/5/13 0:00,"020","商品B",918,"メモなど"
2021/5/14 0:00,"020","商品B",1071,"メモなど"
2021/5/17 0:00,"020","商品B",1754,"メモなど"
2021/5/18 0:00,"020","商品B",1393,"メモなど"
2021/5/19 0:00,"020","商品B",962,"メモなど"
2021/5/20 0:00,"020","商品B",520,"メモなど"
2021/5/21 0:00,"020","商品B",1241,"メモなど"
2021/5/24 0:00,"020","商品B",1656,"メモなど"
2021/5/25 0:00,"020","商品B",1128,"メモなど"
2021/5/26 0:00,"020","商品B",737,"メモなど"
2021/5/27 0:00,"020","商品B",848,"メモなど"
2021/5/28 0:00,"020","商品B",1461,"メモなど"
2021/5/31 0:00,"020","商品B",1142,"メモなど"
2021/6/1 0:00,"020","商品B",2593,"メモなど"
2021/6/2 0:00,"020","商品B",1480,"メモなど"
2021/6/3 0:00,"020","商品B",913,"メモなど"
2021/6/4 0:00,"020","商品B",1355,"メモなど"
2021/6/7 0:00,"020","商品B",2295,"メモなど"
2021/6/8 0:00,"020","商品B",1575,"メモなど"
2021/6/9 0:00,"020","商品B",1020,"メモなど"
2021/6/10 0:00,"020","商品B",696,"メモなど"
2021/6/11 0:00,"020","商品B",1035,"メモなど"
2021/6/14 0:00,"020","商品B",2211,"メモなど"
2021/6/15 0:00,"020","商品B",1144,"メモなど"
2021/6/16 0:00,"020","商品B",966,"メモなど"
2021/6/17 0:00,"020","商品B",1067,"メモなど"
2021/6/18 0:00,"020","商品B",1739,"メモなど"
2021/6/21 0:00,"020","商品B",1541,"メモなど"
2021/6/22 0:00,"020","商品B",983,"メモなど"
2021/6/23 0:00,"020","商品B",809,"メモなど"
2021/6/24 0:00,"020","商品B",1223,"メモなど"
2021/6/25 0:00,"020","商品B",1494,"メモなど"
2021/6/28 0:00,"020","商品B",2589,"メモなど"
2021/6/29 0:00,"020","商品B",1534,"メモなど"
2021/6/30 0:00,"020","商品B",2293,"メモなど"
2021/7/1 0:00,"020","商品B",3346,"メモなど"
2021/7/2 0:00,"020","商品B",1253,"メモなど"
2021/7/5 0:00,"020","商品B",1932,"メモなど"
2021/7/6 0:00,"020","商品B",864,"メモなど"
2021/7/7 0:00,"020","商品B",1066,"メモなど"
2021/7/8 0:00,"020","商品B",1265,"メモなど"
2021/7/9 0:00,"020","商品B",967,"メモなど"
2021/7/12 0:00,"020","商品B",1489,"メモなど"
2021/7/13 0:00,"020","商品B",808,"メモなど"
2021/7/14 0:00,"020","商品B",1064,"メモなど"
2021/7/15 0:00,"020","商品B",1207,"メモなど"
2021/7/16 0:00,"020","商品B",1249,"メモなど"
2021/7/17 0:00,"020","商品B",275,"メモなど"
2021/7/19 0:00,"020","商品B",1458,"メモなど"
2021/7/20 0:00,"020","商品B",1018,"メモなど"
2021/7/21 0:00,"020","商品B",1112,"メモなど"
2021/7/26 0:00,"020","商品B",1842,"メモなど"
2021/7/27 0:00,"020","商品B",939,"メモなど"
2021/7/28 0:00,"020","商品B",814,"メモなど"
2021/7/29 0:00,"020","商品B",1070,"メモなど"
2021/7/30 0:00,"020","商品B",881,"メモなど"
2021/8/2 0:00,"020","商品B",2710,"メモなど"
2021/8/3 0:00,"020","商品B",1524,"メモなど"
2021/8/4 0:00,"020","商品B",988,"メモなど"
2021/8/5 0:00,"020","商品B",1173,"メモなど"
2021/8/6 0:00,"020","商品B",1328,"メモなど"
2021/8/7 0:00,"020","商品B",734,"メモなど"
2021/8/10 0:00,"020","商品B",2001,"メモなど"
2021/8/11 0:00,"020","商品B",838,"メモなど"
2021/8/12 0:00,"020","商品B",1034,"メモなど"
2021/8/16 0:00,"020","商品B",1455,"メモなど"
2021/8/17 0:00,"020","商品B",1109,"メモなど"
2021/8/18 0:00,"020","商品B",1432,"メモなど"
2021/8/19 0:00,"020","商品B",766,"メモなど"
2021/8/20 0:00,"020","商品B",803,"メモなど"
2021/8/23 0:00,"020","商品B",1541,"メモなど"
2021/8/24 0:00,"020","商品B",887,"メモなど"
2021/8/25 0:00,"020","商品B",969,"メモなど"
2021/8/26 0:00,"020","商品B",573,"メモなど"
2021/8/27 0:00,"020","商品B",1251,"メモなど"
2021/8/30 0:00,"020","商品B",1324,"メモなど"
2021/8/31 0:00,"020","商品B",892,"メモなど"
2021/9/1 0:00,"020","商品B",2296,"メモなど"
2021/9/2 0:00,"020","商品B",964,"メモなど"
2021/9/3 0:00,"020","商品B",926,"メモなど"
2021/9/6 0:00,"020","商品B",1812,"メモなど"
2021/9/7 0:00,"020","商品B",1302,"メモなど"
2021/9/8 0:00,"020","商品B",1304,"メモなど"
2021/9/9 0:00,"020","商品B",852,"メモなど"
2021/9/10 0:00,"020","商品B",1140,"メモなど"
2021/9/13 0:00,"020","商品B",1336,"メモなど"
2021/9/14 0:00,"020","商品B",876,"メモなど"
2021/9/15 0:00,"020","商品B",863,"メモなど"
2021/9/16 0:00,"020","商品B",888,"メモなど"
2021/9/17 0:00,"020","商品B",1902,"メモなど"
2021/9/21 0:00,"020","商品B",1346,"メモなど"
2021/9/22 0:00,"020","商品B",770,"メモなど"
2021/9/24 0:00,"020","商品B",994,"メモなど"
2021/9/27 0:00,"020","商品B",1842,"メモなど"
2021/9/28 0:00,"020","商品B",1190,"メモなど"
2021/9/29 0:00,"020","商品B",786,"メモなど"
2021/9/30 0:00,"020","商品B",683,"メモなど"
2021/10/1 0:00,"020","商品B",2805,"メモなど"
2021/10/4 0:00,"020","商品B",2585,"メモなど"
2021/10/5 0:00,"020","商品B",1158,"メモなど"
2021/10/6 0:00,"020","商品B",942,"メモなど"
2021/10/7 0:00,"020","商品B",969,"メモなど"
2021/10/8 0:00,"020","商品B",1326,"メモなど"
2021/10/11 0:00,"020","商品B",1584,"メモなど"
2021/10/12 0:00,"020","商品B",844,"メモなど"
2021/10/13 0:00,"020","商品B",858,"メモなど"
2021/10/14 0:00,"020","商品B",746,"メモなど"
2021/10/15 0:00,"020","商品B",864,"メモなど"
2021/10/16 0:00,"020","商品B",80,"メモなど"
2021/10/18 0:00,"020","商品B",2509,"メモなど"
2021/10/19 0:00,"020","商品B",1346,"メモなど"
2021/10/20 0:00,"020","商品B",1211,"メモなど"
2021/10/21 0:00,"020","商品B",965,"メモなど"
2021/10/22 0:00,"020","商品B",1144,"メモなど"
2021/10/25 0:00,"020","商品B",1707,"メモなど"
2021/10/26 0:00,"020","商品B",1005,"メモなど"
2021/10/27 0:00,"020","商品B",937,"メモなど"
2021/10/28 0:00,"020","商品B",973,"メモなど"
2021/10/29 0:00,"020","商品B",1709,"メモなど"
2021/11/1 0:00,"020","商品B",2550,"メモなど"
2021/11/2 0:00,"020","商品B",1129,"メモなど"
2021/11/4 0:00,"020","商品B",1456,"メモなど"
2021/11/5 0:00,"020","商品B",1108,"メモなど"
2021/11/6 0:00,"020","商品B",196,"メモなど"
2021/11/8 0:00,"020","商品B",2075,"メモなど"
2021/11/9 0:00,"020","商品B",823,"メモなど"
2021/11/10 0:00,"020","商品B",755,"メモなど"
2021/11/11 0:00,"020","商品B",683,"メモなど"
2021/11/12 0:00,"020","商品B",1262,"メモなど"
2021/11/15 0:00,"020","商品B",1560,"メモなど"
2021/11/16 0:00,"020","商品B",872,"メモなど"
2021/11/17 0:00,"020","商品B",754,"メモなど"
2021/11/18 0:00,"020","商品B",1098,"メモなど"
2021/11/19 0:00,"020","商品B",808,"メモなど"
2021/11/22 0:00,"020","商品B",1709,"メモなど"
2021/11/24 0:00,"020","商品B",1450,"メモなど"
2021/11/25 0:00,"020","商品B",1080,"メモなど"
2021/11/26 0:00,"020","商品B",1051,"メモなど"
2021/11/27 0:00,"020","商品B",565,"メモなど"
2021/11/29 0:00,"020","商品B",1333,"メモなど"
2021/11/30 0:00,"020","商品B",660,"メモなど"
2021/12/1 0:00,"020","商品B",2463,"メモなど"
2021/12/2 0:00,"020","商品B",1472,"メモなど"
2021/12/3 0:00,"020","商品B",1634,"メモなど"
2021/12/6 0:00,"020","商品B",2594,"メモなど"
2021/12/7 0:00,"020","商品B",1769,"メモなど"
2021/12/8 0:00,"020","商品B",2469,"メモなど"
2021/12/9 0:00,"020","商品B",1229,"メモなど"
2021/12/10 0:00,"020","商品B",1516,"メモなど"
2021/12/13 0:00,"020","商品B",2557,"メモなど"
2021/12/14 0:00,"020","商品B",2002,"メモなど"
2021/12/15 0:00,"020","商品B",946,"メモなど"
2021/12/16 0:00,"020","商品B",1278,"メモなど"
2021/12/17 0:00,"020","商品B",2291,"メモなど"
2021/12/20 0:00,"020","商品B",2558,"メモなど"
2021/12/21 0:00,"020","商品B",1590,"メモなど"
2021/12/22 0:00,"020","商品B",1653,"メモなど"
2021/12/23 0:00,"020","商品B",1594,"メモなど"
2021/12/24 0:00,"020","商品B",1691,"メモなど"
2021/12/25 0:00,"020","商品B",2116,"メモなど"
2021/12/27 0:00,"020","商品B",2314,"メモなど"
2021/12/28 0:00,"020","商品B",1159,"メモなど"
2022/1/5 0:00,"020","商品B",1934,"メモなど"
2022/1/6 0:00,"020","商品B",1507,"メモなど"
2022/1/7 0:00,"020","商品B",1744,"メモなど"
2022/1/11 0:00,"020","商品B",2281,"メモなど"
2022/1/12 0:00,"020","商品B",1061,"メモなど"
2022/1/13 0:00,"020","商品B",811,"メモなど"
2022/1/14 0:00,"020","商品B",1136,"メモなど"
2022/1/17 0:00,"020","商品B",1554,"メモなど"
2022/1/18 0:00,"020","商品B",1535,"メモなど"
2022/1/19 0:00,"020","商品B",780,"メモなど"
2022/1/20 0:00,"020","商品B",781,"メモなど"
2022/1/21 0:00,"020","商品B",662,"メモなど"
2022/1/24 0:00,"020","商品B",1157,"メモなど"
2022/1/25 0:00,"020","商品B",626,"メモなど"
2022/1/26 0:00,"020","商品B",608,"メモなど"
2022/1/27 0:00,"020","商品B",716,"メモなど"
2022/1/28 0:00,"020","商品B",1462,"メモなど"
2022/1/31 0:00,"020","商品B",1245,"メモなど"
2022/2/1 0:00,"020","商品B",1949,"メモなど"
2022/2/2 0:00,"020","商品B",904,"メモなど"
2022/2/3 0:00,"020","商品B",1066,"メモなど"
2022/2/4 0:00,"020","商品B",1334,"メモなど"
2022/2/7 0:00,"020","商品B",1719,"メモなど"
2022/2/8 0:00,"020","商品B",1406,"メモなど"
2022/2/9 0:00,"020","商品B",748,"メモなど"
2022/2/10 0:00,"020","商品B",912,"メモなど"
2022/2/14 0:00,"020","商品B",1701,"メモなど"
2022/2/15 0:00,"020","商品B",978,"メモなど"
2022/2/16 0:00,"020","商品B",1235,"メモなど"
2022/2/17 0:00,"020","商品B",868,"メモなど"
2022/2/18 0:00,"020","商品B",1034,"メモなど"
2022/2/21 0:00,"020","商品B",1328,"メモなど"
2022/2/22 0:00,"020","商品B",797,"メモなど"
2022/2/24 0:00,"020","商品B",945,"メモなど"
2022/2/25 0:00,"020","商品B",1333,"メモなど"
2022/2/28 0:00,"020","商品B",1012,"メモなど"
2022/3/1 0:00,"020","商品B",1965,"メモなど"
2022/3/2 0:00,"020","商品B",1438,"メモなど"
2022/3/3 0:00,"020","商品B",787,"メモなど"
2022/3/4 0:00,"020","商品B",958,"メモなど"
2022/3/7 0:00,"020","商品B",1608,"メモなど"
2022/3/8 0:00,"020","商品B",2187,"メモなど"
2022/3/9 0:00,"020","商品B",703,"メモなど"
2022/3/10 0:00,"020","商品B",656,"メモなど"
2022/3/11 0:00,"020","商品B",1022,"メモなど"
2022/3/14 0:00,"020","商品B",1439,"メモなど"
2022/3/15 0:00,"020","商品B",728,"メモなど"
2022/3/16 0:00,"020","商品B",892,"メモなど"
2022/3/17 0:00,"020","商品B",906,"メモなど"
2022/3/18 0:00,"020","商品B",1307,"メモなど"
2022/3/22 0:00,"020","商品B",1552,"メモなど"
2022/3/23 0:00,"020","商品B",881,"メモなど"
2022/3/24 0:00,"020","商品B",593,"メモなど"
2022/3/25 0:00,"020","商品B",907,"メモなど"
2022/3/28 0:00,"020","商品B",1434,"メモなど"
2022/3/29 0:00,"020","商品B",1016,"メモなど"
2022/3/30 0:00,"020","商品B",603,"メモなど"
2022/3/31 0:00,"020","商品B",659,"メモなど"
2022/4/1 0:00,"020","商品B",1913,"メモなど"
2022/4/4 0:00,"020","商品B",1913,"メモなど"
2022/4/5 0:00,"020","商品B",910,"メモなど"
2022/4/6 0:00,"020","商品B",767,"メモなど"
2022/4/7 0:00,"020","商品B",1283,"メモなど"
2022/4/8 0:00,"020","商品B",1434,"メモなど"
2022/4/11 0:00,"020","商品B",1529,"メモなど"
2022/4/12 0:00,"020","商品B",971,"メモなど"
2022/4/13 0:00,"020","商品B",599,"メモなど"
2022/4/14 0:00,"020","商品B",568,"メモなど"
2022/4/15 0:00,"020","商品B",1576,"メモなど"
2022/4/16 0:00,"020","商品B",222,"メモなど"
2022/4/18 0:00,"020","商品B",1938,"メモなど"
2022/4/19 0:00,"020","商品B",1031,"メモなど"
2022/4/20 0:00,"020","商品B",842,"メモなど"
2022/4/21 0:00,"020","商品B",911,"メモなど"
2022/4/22 0:00,"020","商品B",862,"メモなど"
2022/4/25 0:00,"020","商品B",1580,"メモなど"
2022/4/26 0:00,"020","商品B",1212,"メモなど"
2022/4/27 0:00,"020","商品B",866,"メモなど"
2022/4/28 0:00,"020","商品B",1415,"メモなど"
2022/5/2 0:00,"020","商品B",2337,"メモなど"
2022/5/6 0:00,"020","商品B",2394,"メモなど"
2022/5/9 0:00,"020","商品B",2047,"メモなど"
2022/5/10 0:00,"020","商品B",1262,"メモなど"
2022/5/11 0:00,"020","商品B",1036,"メモなど"
2022/5/12 0:00,"020","商品B",817,"メモなど"
2022/5/13 0:00,"020","商品B",899,"メモなど"
2022/5/16 0:00,"020","商品B",1472,"メモなど"
2022/5/17 0:00,"020","商品B",1012,"メモなど"
2022/5/18 0:00,"020","商品B",1055,"メモなど"
2022/5/19 0:00,"020","商品B",662,"メモなど"
2022/5/20 0:00,"020","商品B",801,"メモなど"
2022/5/23 0:00,"020","商品B",1646,"メモなど"
2022/5/24 0:00,"020","商品B",810,"メモなど"
2022/5/25 0:00,"020","商品B",784,"メモなど"
2022/5/26 0:00,"020","商品B",554,"メモなど"
2022/5/27 0:00,"020","商品B",1885,"メモなど"
2022/5/30 0:00,"020","商品B",1052,"メモなど"
2022/5/31 0:00,"020","商品B",549,"メモなど"
2022/6/1 0:00,"020","商品B",2111,"メモなど"
2022/6/2 0:00,"020","商品B",1215,"メモなど"
2022/6/3 0:00,"020","商品B",1301,"メモなど"
2022/6/6 0:00,"020","商品B",1448,"メモなど"
2022/6/7 0:00,"020","商品B",1213,"メモなど"
2022/6/8 0:00,"020","商品B",1748,"メモなど"
2022/6/9 0:00,"020","商品B",895,"メモなど"
2022/6/10 0:00,"020","商品B",736,"メモなど"
2022/6/13 0:00,"020","商品B",1610,"メモなど"
2022/6/14 0:00,"020","商品B",906,"メモなど"
2022/6/15 0:00,"020","商品B",912,"メモなど"
2022/6/16 0:00,"020","商品B",1075,"メモなど"
2022/6/17 0:00,"020","商品B",1731,"メモなど"
2022/6/20 0:00,"020","商品B",1293,"メモなど"
2022/6/21 0:00,"020","商品B",672,"メモなど"
2022/6/22 0:00,"020","商品B",1155,"メモなど"
2022/6/23 0:00,"020","商品B",653,"メモなど"
2022/6/24 0:00,"020","商品B",914,"メモなど"
2022/6/27 0:00,"020","商品B",2234,"メモなど"
2022/6/28 0:00,"020","商品B",2011,"メモなど"
2022/6/29 0:00,"020","商品B",981,"メモなど"
2022/6/30 0:00,"020","商品B",1489,"メモなど"
2022/7/1 0:00,"020","商品B",2680,"メモなど"
2022/7/4 0:00,"020","商品B",1923,"メモなど"
2022/7/5 0:00,"020","商品B",930,"メモなど"
2022/7/6 0:00,"020","商品B",894,"メモなど"
2022/7/7 0:00,"020","商品B",1035,"メモなど"
2022/7/8 0:00,"020","商品B",1652,"メモなど"
2022/7/11 0:00,"020","商品B",1181,"メモなど"
2022/7/12 0:00,"020","商品B",655,"メモなど"
2022/7/13 0:00,"020","商品B",639,"メモなど"
2022/7/14 0:00,"020","商品B",840,"メモなど"
2022/7/15 0:00,"020","商品B",969,"メモなど"
2022/7/16 0:00,"020","商品B",642,"メモなど"
2022/7/19 0:00,"020","商品B",1669,"メモなど"
2022/7/20 0:00,"020","商品B",847,"メモなど"
2022/7/21 0:00,"020","商品B",569,"メモなど"
2022/7/22 0:00,"020","商品B",859,"メモなど"
2022/7/25 0:00,"020","商品B",1384,"メモなど"
2022/7/26 0:00,"020","商品B",870,"メモなど"
2022/7/27 0:00,"020","商品B",533,"メモなど"
2022/7/28 0:00,"020","商品B",675,"メモなど"
2022/7/29 0:00,"020","商品B",1396,"メモなど"
2022/8/1 0:00,"020","商品B",2407,"メモなど"
2022/8/2 0:00,"020","商品B",1471,"メモなど"
2022/8/3 0:00,"020","商品B",880,"メモなど"
2022/8/4 0:00,"020","商品B",1127,"メモなど"
2022/8/5 0:00,"020","商品B",1141,"メモなど"
2022/8/8 0:00,"020","商品B",2415,"メモなど"
2022/8/9 0:00,"020","商品B",929,"メモなど"
2022/8/10 0:00,"020","商品B",1101,"メモなど"
2022/8/16 0:00,"020","商品B",1823,"メモなど"
2022/8/17 0:00,"020","商品B",1179,"メモなど"
2022/8/18 0:00,"020","商品B",1302,"メモなど"
2022/8/19 0:00,"020","商品B",781,"メモなど"
2022/8/22 0:00,"020","商品B",1402,"メモなど"
2022/8/23 0:00,"020","商品B",833,"メモなど"
2022/8/24 0:00,"020","商品B",872,"メモなど"
2022/8/25 0:00,"020","商品B",685,"メモなど"
2022/8/26 0:00,"020","商品B",1210,"メモなど"
2022/8/29 0:00,"020","商品B",2106,"メモなど"
2022/8/30 0:00,"020","商品B",1003,"メモなど"
2022/8/31 0:00,"020","商品B",674,"メモなど"
2022/9/1 0:00,"020","商品B",1830,"メモなど"
2022/9/2 0:00,"020","商品B",1228,"メモなど"
2022/9/5 0:00,"020","商品B",1590,"メモなど"
2022/9/6 0:00,"020","商品B",1004,"メモなど"
2022/9/7 0:00,"020","商品B",935,"メモなど"
2022/9/8 0:00,"020","商品B",1571,"メモなど"
2022/9/9 0:00,"020","商品B",786,"メモなど"
2022/9/12 0:00,"020","商品B",1227,"メモなど"
2022/9/13 0:00,"020","商品B",925,"メモなど"
2022/9/14 0:00,"020","商品B",580,"メモなど"
2022/9/15 0:00,"020","商品B",681,"メモなど"
2022/9/16 0:00,"020","商品B",1309,"メモなど"
2022/9/20 0:00,"020","商品B",1433,"メモなど"
2022/9/21 0:00,"020","商品B",767,"メモなど"
2022/9/22 0:00,"020","商品B",922,"メモなど"
2022/9/26 0:00,"020","商品B",1721,"メモなど"
2022/9/27 0:00,"020","商品B",852,"メモなど"
2022/9/28 0:00,"020","商品B",1011,"メモなど"
2022/9/29 0:00,"020","商品B",595,"メモなど"
2022/9/30 0:00,"020","商品B",555,"メモなど"
2022/10/3 0:00,"020","商品B",3609,"メモなど"
2022/10/4 0:00,"020","商品B",1584,"メモなど"
2022/10/5 0:00,"020","商品B",1162,"メモなど"
2022/10/6 0:00,"020","商品B",1146,"メモなど"
2022/10/7 0:00,"020","商品B",1977,"メモなど"
2022/10/11 0:00,"020","商品B",1621,"メモなど"
2022/10/12 0:00,"020","商品B",1051,"メモなど"
2022/10/13 0:00,"020","商品B",615,"メモなど"
2022/10/14 0:00,"020","商品B",1115,"メモなど"
2022/10/17 0:00,"020","商品B",1970,"メモなど"
2022/10/18 0:00,"020","商品B",1294,"メモなど"
2022/10/19 0:00,"020","商品B",1115,"メモなど"
2022/10/20 0:00,"020","商品B",955,"メモなど"
2022/10/21 0:00,"020","商品B",607,"メモなど"
2022/10/24 0:00,"020","商品B",1497,"メモなど"
2022/10/25 0:00,"020","商品B",985,"メモなど"
2022/10/26 0:00,"020","商品B",687,"メモなど"
2022/10/27 0:00,"020","商品B",904,"メモなど"
2022/10/28 0:00,"020","商品B",1424,"メモなど"
2022/10/31 0:00,"020","商品B",1254,"メモなど"
2022/11/1 0:00,"020","商品B",1961,"メモなど"
2022/11/2 0:00,"020","商品B",997,"メモなど"
2022/11/4 0:00,"020","商品B",1582,"メモなど"
2022/11/7 0:00,"020","商品B",2249,"メモなど"
2022/11/8 0:00,"020","商品B",2115,"メモなど"
2022/11/9 0:00,"020","商品B",1296,"メモなど"
2022/11/10 0:00,"020","商品B",809,"メモなど"
2022/11/11 0:00,"020","商品B",1283,"メモなど"
2022/11/14 0:00,"020","商品B",1918,"メモなど"
2022/11/15 0:00,"020","商品B",1110,"メモなど"
2022/11/16 0:00,"020","商品B",1339,"メモなど"
2022/11/17 0:00,"020","商品B",842,"メモなど"
2022/11/18 0:00,"020","商品B",1649,"メモなど"
2022/11/21 0:00,"020","商品B",1760,"メモなど"
2022/11/22 0:00,"020","商品B",1300,"メモなど"
2022/11/24 0:00,"020","商品B",1689,"メモなど"
2022/11/25 0:00,"020","商品B",1764,"メモなど"
2022/11/28 0:00,"020","商品B",3441,"メモなど"
2022/11/29 0:00,"020","商品B",1842,"メモなど"
2022/11/30 0:00,"020","商品B",1923,"メモなど"
2022/11/30 0:00,"020","商品B",1923,"メモなど"
